epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
92,15130.7,0.86044,0.77489,1.35456,0.80936,0.78092,0.83218,0.54288,1.17523,0.89669,1.65595,0.0024925,0.0024925,0.0024925
93,15194,0.85464,0.77275,1.34948,0.81785,0.77275,0.83469,0.54498,1.17658,0.90358,1.65383,0.00241,0.00241,0.00241
93,15296,0.85464,0.77275,1.34948,0.81785,0.77275,0.83469,0.54498,1.17658,0.90358,1.65383,0.00241,0.00241,0.00241
94,15359.7,0.85798,0.77274,1.35403,0.79838,0.78242,0.83246,0.54551,1.1783,0.90565,1.65841,0.0023275,0.0023275,0.0023275
94,15461.3,0.85798,0.77274,1.35403,0.79838,0.78242,0.83246,0.54551,1.1783,0.90565,1.65841,0.0023275,0.0023275,0.0023275
95,15524.6,0.84594,0.75818,1.34484,0.82372,0.77654,0.83324,0.54692,1.17601,0.90042,1.65582,0.002245,0.002245,0.002245
95,15625.4,0.84594,0.75818,1.34484,0.82372,0.77654,0.83324,0.54692,1.17601,0.90042,1.65582,0.002245,0.002245,0.002245
96,15688.9,0.83368,0.7541,1.33656,0.82099,0.78037,0.83464,0.5465,1.17272,0.89971,1.64845,0.0021625,0.0021625,0.0021625
96,15789.4,0.83368,0.7541,1.33656,0.82099,0.78037,0.83464,0.5465,1.17272,0.89971,1.64845,0.0021625,0.0021625,0.0021625
97,15854,0.83549,0.74876,1.33676,0.82053,0.77569,0.83477,0.5471,1.17413,0.89898,1.65043,0.00208,0.00208,0.00208
97,15954.1,0.83549,0.74876,1.33676,0.82053,0.77569,0.83477,0.5471,1.17413,0.89898,1.65043,0.00208,0.00208,0.00208
98,16019.4,0.83819,0.75154,1.33513,0.81736,0.77747,0.83343,0.54545,1.17507,0.89964,1.6526,0.0019975,0.0019975,0.0019975
98,16118.6,0.83819,0.75154,1.33513,0.81736,0.77747,0.83343,0.54545,1.17507,0.89964,1.6526,0.0019975,0.0019975,0.0019975
99,16184.8,0.82664,0.73909,1.32379,0.82457,0.77726,0.83499,0.54587,1.17482,0.90003,1.65174,0.001915,0.001915,0.001915
99,16281.6,0.82664,0.73909,1.32379,0.82457,0.77726,0.83499,0.54587,1.17482,0.90003,1.65174,0.001915,0.001915,0.001915
100,16349.9,0.82657,0.7326,1.32696,0.82894,0.77459,0.83444,0.54515,1.1763,0.89636,1.65392,0.0018325,0.0018325,0.0018325
100,16447.1,0.82657,0.7326,1.32696,0.82894,0.77459,0.83444,0.54515,1.1763,0.89636,1.65392,0.0018325,0.0018325,0.0018325
101,16516.1,0.82857,0.74317,1.33008,0.82619,0.77211,0.83214,0.54476,1.17578,0.8986,1.65548,0.00175,0.00175,0.00175
101,16615,0.82857,0.74317,1.33008,0.82619,0.77211,0.83214,0.54476,1.17578,0.8986,1.65548,0.00175,0.00175,0.00175
102,16682.8,0.82186,0.73395,1.31874,0.82162,0.77211,0.83019,0.54395,1.17507,0.90128,1.65603,0.0016675,0.0016675,0.0016675
102,16779.1,0.82186,0.73395,1.31874,0.82162,0.77211,0.83019,0.54395,1.17507,0.90128,1.65603,0.0016675,0.0016675,0.0016675
103,16846.6,0.81743,0.72529,1.31808,0.81973,0.76851,0.82951,0.54348,1.17662,0.89943,1.65781,0.001585,0.001585,0.001585
103,16944.3,0.81743,0.72529,1.31808,0.81973,0.76851,0.82951,0.54348,1.17662,0.89943,1.65781,0.001585,0.001585,0.001585
104,17012.2,0.8082,0.72023,1.3209,0.82928,0.75928,0.82954,0.54456,1.17456,0.90341,1.65697,0.0015025,0.0015025,0.0015025
104,17107.9,0.8082,0.72023,1.3209,0.82928,0.75928,0.82954,0.54456,1.17456,0.90341,1.65697,0.0015025,0.0015025,0.0015025
105,17176.2,0.80354,0.70688,1.30755,0.82698,0.76085,0.82907,0.54472,1.17549,0.90485,1.65933,0.00142,0.00142,0.00142
105,17271.9,0.80354,0.70688,1.30755,0.82698,0.76085,0.82907,0.54472,1.17549,0.90485,1.65933,0.00142,0.00142,0.00142
106,17338.8,0.80632,0.71677,1.31046,0.81468,0.7658,0.82823,0.54365,1.17757,0.90595,1.66095,0.0013375,0.0013375,0.0013375
106,17437.6,0.80632,0.71677,1.31046,0.81468,0.7658,0.82823,0.54365,1.17757,0.90595,1.66095,0.0013375,0.0013375,0.0013375
107,17504.4,0.79629,0.70925,1.30237,0.80532,0.77324,0.82683,0.54206,1.17729,0.90342,1.66261,0.001255,0.001255,0.001255
107,17601.2,0.79629,0.70925,1.30237,0.80532,0.77324,0.82683,0.54206,1.17729,0.90342,1.66261,0.001255,0.001255,0.001255
108,17668.4,0.7977,0.70405,1.3047,0.81035,0.76914,0.82676,0.54159,1.17665,0.9038,1.66245,0.0011725,0.0011725,0.0011725
108,17764.9,0.7977,0.70405,1.3047,0.81035,0.76914,0.82676,0.54159,1.17665,0.9038,1.66245,0.0011725,0.0011725,0.0011725
109,17833.5,0.79332,0.69996,1.30149,0.81248,0.76834,0.82517,0.54161,1.17815,0.90383,1.66353,0.00109,0.00109,0.00109
109,17927.5,0.79332,0.69996,1.30149,0.81248,0.76834,0.82517,0.54161,1.17815,0.90383,1.66353,0.00109,0.00109,0.00109
110,17998.4,0.79725,0.69759,1.30106,0.8154,0.76856,0.8239,0.54046,1.17632,0.90223,1.66227,0.0010075,0.0010075,0.0010075
110,18089.9,0.79725,0.69759,1.30106,0.8154,0.76856,0.8239,0.54046,1.17632,0.90223,1.66227,0.0010075,0.0010075,0.0010075
111,18165.4,0.65929,0.45703,1.17692,0.81536,0.76919,0.82402,0.54047,1.17453,0.90187,1.6627,0.000925,0.000925,0.000925
111,18257.7,0.65929,0.45703,1.17692,0.81536,0.76919,0.82402,0.54047,1.17453,0.90187,1.6627,0.000925,0.000925,0.000925
112,18328.9,0.64177,0.43813,1.15803,0.82112,0.77198,0.82341,0.5402,1.17297,0.8971,1.66365,0.0008425,0.0008425,0.0008425
112,18420.7,0.64177,0.43813,1.15803,0.82112,0.77198,0.82341,0.5402,1.17297,0.8971,1.66365,0.0008425,0.0008425,0.0008425
113,18493.1,0.62861,0.42803,1.14984,0.82544,0.77218,0.82544,0.54098,1.17298,0.89693,1.66637,0.00076,0.00076,0.00076
113,18586.2,0.62861,0.42803,1.14984,0.82544,0.77218,0.82544,0.54098,1.17298,0.89693,1.66637,0.00076,0.00076,0.00076
114,18659.4,0.61559,0.41698,1.13356,0.82678,0.77336,0.82589,0.54231,1.17363,0.89566,1.66973,0.0006775,0.0006775,0.0006775
114,18750.1,0.61559,0.41698,1.13356,0.82678,0.77336,0.82589,0.54231,1.17363,0.89566,1.66973,0.0006775,0.0006775,0.0006775
115,18823.5,0.61258,0.41755,1.13072,0.82636,0.77433,0.82828,0.54243,1.17463,0.89528,1.67431,0.000595,0.000595,0.000595
115,18913.4,0.61258,0.41755,1.13072,0.82636,0.77433,0.82828,0.54243,1.17463,0.89528,1.67431,0.000595,0.000595,0.000595
116,18987.3,0.59737,0.40023,1.11652,0.8236,0.77182,0.82858,0.54179,1.17345,0.89538,1.67709,0.0005125,0.0005125,0.0005125
116,19077.1,0.59737,0.40023,1.11652,0.8236,0.77182,0.82858,0.54179,1.17345,0.89538,1.67709,0.0005125,0.0005125,0.0005125
117,19149.8,0.58686,0.39198,1.10666,0.82271,0.76738,0.82489,0.54176,1.17325,0.89621,1.68051,0.00043,0.00043,0.00043
117,19171.5,0.58686,0.39198,1.10666,0.82271,0.76738,0.82489,0.54176,1.17325,0.89621,1.68051,0.00043,0.00043,0.00043
